"","x"
"134","https://www.isa.org.jm/news/isa-secretary-general-addresses-unga-66th-session"
"135","https://www.isa.org.jm/news/isa-presents-its-marine-scientific-research-action-plan-support-un-decade-ocean-science-high"
"136","https://www.isa.org.jm/news/1st-part-25th-annual-session-international-seabed-authority-isa-highlights-thursday-28-february"
"137","https://www.isa.org.jm/news/seabed-council-approves-seven-plans-work-brazil-submits-proposal-extension-exploratory"
"138","https://www.isa.org.jm/news/wmu-isa-partnership-strengthens-marine-science-advance-sustainable-development-goals"
"139","https://www.isa.org.jm/news/2008-isa-workshop"
"140","https://www.isa.org.jm/news/open-applications-india-contractor-training-programme"
"141","https://www.isa.org.jm/news/isa-publications-june-august-2020"
"142","https://www.isa.org.jm/news/seabed-authority-hold-environmental-management-workshop-november-2010"
"143","https://www.isa.org.jm/news/mr-andrzej-przybycin-re-elected-chair-isa-finance-committee-24th-session"
"144","https://www.isa.org.jm/news/g-tec-sea-mineral-resources-nv-gsr-belgium-signs-exploration-contract"
"145","https://www.isa.org.jm/news/secretary-general-presents-annual-report-isa-assembly"
"146","https://www.isa.org.jm/news/open-applications-bgr-contractor-training-programme"
"147","https://www.isa.org.jm/news/isa-legal-and-technical-commission-hear-presentations-applicants-seabed-exploration"
"148","https://www.isa.org.jm/news/tonga-becomes-second-developing-state-sign-contract-isa"
"149","https://www.isa.org.jm/news/isa-and-chile-co-host-sensitization-seminar"
"150","https://www.isa.org.jm/news/interridge-announces-partnership-isa-endowment-fund"
"151","https://www.isa.org.jm/news/isa-endowment-fund-advisory-panel-meet-kingston"
"152","https://www.isa.org.jm/news/call-applications-internships-ifremer-through-its-contractor-training-programme"
"153","https://www.isa.org.jm/news/capacity-building-and-training-program-dispute-settlement"
"154","https://www.isa.org.jm/news/international-seabed-authority-and-pew-charitable-trusts"
"155","https://www.isa.org.jm/news/open-applications-2018-isacontractor-training-programmes"
"156","https://www.isa.org.jm/news/isa-commemorates-law-sea-convention-signing"
