"","x"
"222","https://www.gov.br/capes/pt-br/acesso-a-informacao/acoes-e-programas/carta-de-servicos-ao-uusario"
"223","https://www.gov.br/capes/pt-br/acesso-a-informacao/acoes-e-programas/bolsas/mais-informacoes/casa-do-brasil-na-franca"
"224","https://www.gov.br/capes/pt-br/assuntos/noticias/RSS"
"225","https://www.gov.br/capes/pt-br/acesso-a-informacao/acoes-e-programas/bolsas/bolsas-e-auxilios-internacionais/informacoes-internacionais/dados-e-estatisticas"
"226","https://www.gov.br/capes/pt-br/acesso-a-informacao/acoes-e-programas/bolsas/bolsas-e-auxilios-internacionais/encontre-aqui/paises/reino-unido/bolsa-capes-cambridge-overseas-trust-de-doutorado-pleno-em-cambridge"
"227","https://www.gov.br/capes/pt-br/assuntos/noticias/biologa-identifica-origem-de-nutrientes-da-amazonia"
"228","https://www.gov.br/capes/pt-br/assuntos/noticias/divulgado-resultado-da-terceira-fase-do-programa-residencia-pedagogica"
"229","https://www.gov.br/capes/pt-br/assuntos/noticias/ufg-estuda-evolucao-da-covid-19-em-criancas"
"230","https://www.gov.br/capes/pt-br/acesso-a-informacao/acoes-e-programas/bolsas/bolsas-no-pais/programa-de-demanda-social-ds"
"231","https://www.gov.br/capes/pt-br/acesso-a-informacao/acoes-e-programas/bolsas/bolsas-no-pais/prosuc"
"232","https://www.gov.br/capes/pt-br/acesso-a-informacao/acoes-e-programas/bolsas/bolsas-no-pais/programasencerradosnopais"
"233","https://www.gov.br/capes/pt-br/acesso-a-informacao/servidores/concurso-publico-capes-20122013"
"234","https://www.gov.br/capes/pt-br/acesso-a-informacao/acoes-e-programas/avaliacao/sobre-a-avaliacao/areas-avaliacao/sobre-as-areas-de-avaliacao/colegio-de-ciencias-da-vida/ciencias-biologicas/biodiversidade"
"235","https://www.gov.br/capes/pt-br/acesso-a-informacao/agenda-de-autoridades/presidente/2020-10-16"
"236","https://www.gov.br/capes/pt-br/acesso-a-informacao/acoes-e-programas/avaliacao/avaliacao-quadrienal/parametros"
"237","https://www.gov.br/capes/pt-br/composicao/diretoria-de-gestao"
"238","https://www.gov.br/capes/pt-br/assuntos/noticias/pos-graduacao-brasileira-cresce-48-na-ultima-decada"
"239","https://www.gov.br/capes/pt-br/assuntos/noticias/acoes-de-setembro-reforcam-investimento-em-areas-estrategicas"
"240","https://www.gov.br/capes/pt-br/centrais-de-conteudo/publicacoes/infocapes/infocapes-edicao-12-outubro-2019"
"241","https://www.gov.br/capes/pt-br/acesso-a-informacao/agenda-de-autoridades/diretor-a/2021-03-04"
"242","https://www.gov.br/capes/pt-br/acesso-a-informacao/agenda-de-autoridades/diretor-a-de-gestao-dges/2021-03-30"
"243","https://www.gov.br/capes/pt-br/assuntos/noticias/pesquisadora-cria-tecnica-que-detecta-fraude-no-leite"
"244","https://www.gov.br/capes/pt-br/acesso-a-informacao/acoes-e-programas/avaliacao/sobre-a-avaliacao/areas-avaliacao/sobre-as-areas-de-avaliacao/colegio-de-humanidades/ciencias-sociais-aplicadas/comunicacao-e-informacao"
"245","https://www.gov.br/capes/pt-br/assuntos/noticias/23112020FOTODENTROMATERIACAPESCNPQCONECTIVIDADE.jpg/view"
"246","https://www.gov.br/capes/pt-br/acesso-a-informacao/agenda-de-autoridades/presidente/2020-10-06"
"247","https://www.gov.br/capes/pt-br/acesso-a-informacao/licitacoes-e-contratos/teste"
"248","https://www.gov.br/capes/pt-br/acesso-a-informacao/acoes-e-programas/bolsas/programas-estrategicos/formacao-de-recursos-humanos-em-areas-estrategicas/programa-procad"
"249","https://www.gov.br/capes/pt-br/acesso-a-informacao/agenda-de-autoridades/presidente/2020-10-29"
"250","https://www.gov.br/capes/pt-br/assuntos/noticias/somadas-as-modalidades-capes-mantem-160-mil-bolsas"
"251","https://www.gov.br/capes/pt-br/assuntos/noticias/tempo-de-aprender-capes-capacitara-professores-em-portugal"
"252","https://www.gov.br/capes/pt-br/assuntos/noticias/capes-lamenta-morte-do-cientista-ludwig-buckup"
"253","https://www.gov.br/capes/pt-br/assuntos/noticias/capes-apoia-semana-de-inovacao-aeroespacial-brasil-suecia"
"254","https://www.gov.br/capes/pt-br/assuntos/noticias/capes-participa-de-posse-da-diretoria-do-conif"
"255","https://www.gov.br/capes/pt-br/assuntos/noticias/ufg-usa-nanoparticulas-para-combater-covid-19"
"256","https://www.gov.br/capes/pt-br/acesso-a-informacao/acoes-e-programas/avaliacao/sobre-a-avaliacao/areas-avaliacao/sobre-as-areas-de-avaliacao/colegio-de-ciencias-da-vida/ciencias-da-saude/saude-coletiva"
"257","https://www.gov.br/capes/pt-br/assuntos/noticias/oleo-de-copaiba-pode-combater-a-toxoplasmose"
"258","https://www.gov.br/capes/pt-br/assuntos/noticias/capes-apoia-laboratorio-que-e-referencia-em-pesquisas-do-cerebro"
"259","https://www.gov.br/capes/pt-br/assuntos/noticias/adiados-para-setembro-projetos-em-parceria-com-portugal"
"260","https://www.gov.br/capes/pt-br/assuntos/noticias/politicas-para-familias-apresentacao-de-projetos-comeca-este-mes"
"261","https://www.gov.br/capes/pt-br/assuntos/noticias/descoberta-nova-especie-de-camarao-no-brasil"
"262","https://www.gov.br/capes/pt-br/assuntos/noticias/projeto-na-amazonia-integra-desenvolvimento-da-regiao"
"263","https://www.gov.br/capes/pt-br/assuntos/noticias/pesquisa-estuda-cortar-coroa-do-novo-virus-corona"
"264","https://www.gov.br/capes/pt-br/assuntos/noticias/cancer-de-mama-podera-ser-detectado-pelo-sangue"
"265","https://www.gov.br/capes/pt-br/assuntos/noticias/divulgadas-propostas-para-avaliacao-multidimensional"
"266","https://www.gov.br/capes/pt-br/assuntos/noticias/uff-publica-livro-cientifico-para-criancas"
"267","https://www.gov.br/capes/pt-br/assuntos/noticias/trabalhos-sobre-defesa-nacional-recebem-premiacao"
"268","https://www.gov.br/capes/pt-br/assuntos/noticias/blank-86632951"
"269","https://www.gov.br/capes/pt-br/centrais-de-conteudo/editais/09102020_edital-19-pdse.pdf"
"270","https://www.gov.br/capes/pt-br/assuntos/noticias/capes-amplia-sistema-de-pos-graduacao-em-2020"
"271","https://www.gov.br/capes/pt-br/assuntos/noticias/unisinos-quer-usar-telemedicina-para-integrar-a-rede-hospitalar"
"272","https://www.gov.br/capes/pt-br/acesso-a-informacao/agenda-de-autoridades/presidente/2021-04-06"
"273","https://www.gov.br/capes/pt-br/assuntos/noticias/cancer-de-prostata-podera-ser-detectado-pelo-sangue"
"274","https://www.gov.br/capes/pt-br/assuntos/noticias/biologo-mostra-importancia-da-copaiba-no-combate-a-toxoplasmose"
"275","https://www.gov.br/capes/pt-br/assuntos/noticias/comite-avalia-propostas-da-chamada-publica-mecmctmdic"
"276","https://www.gov.br/capes/pt-br/assuntos/noticias/contra-a-covid-19-ime-quer-medir-temperatura-nas-ruas"
"277","https://www.gov.br/capes/pt-br/assuntos/noticias/curso-de-estatistica-inscricoes-terminam-nesta-sexta-feira"
"278","https://www.gov.br/capes/pt-br/centrais-de-conteudo/01032018-edital-6-2018-residencia-pedagogica-pdf/view"
"279","https://www.gov.br/capes/pt-br/assuntos/noticias/capes-divulga-resultado-do-premio-tiradentes"
"280","https://www.gov.br/capes/pt-br/assuntos/noticias/covid-19-teste-usa-inteligencia-artificial-para-detectar-virus"
"281","https://www.gov.br/capes/pt-br/assuntos/noticias/capes-e-ita-discutem-formacao-de-pessoal-para-a-industria"
"282","https://www.gov.br/capes/pt-br/assuntos/noticias/capes-prepara-novo-plano-decenal-de-pos-graduacao"
"283","https://www.gov.br/capes/pt-br/assuntos/noticias/capes-apresenta-acoes-e-politicas-a-conselho-nacional"
"284","https://www.gov.br/capes/pt-br/assuntos/noticias/governo-reabre-inscricoes-para-o-patria-voluntaria"
"285","https://www.gov.br/capes/pt-br/assuntos/noticias/cerimonia-virtual-premio-capes-natura-divulga-vencedores"
"286","https://www.gov.br/capes/pt-br/assuntos/noticias/fossil-brasileiro-e-capa-da-revista-nature"
"287","https://www.gov.br/capes/pt-br/assuntos/editais-capes"
"288","https://www.gov.br/capes/pt-br/acesso-a-informacao/acoes-e-programas/avaliacao/sobre-a-avaliacao/areas-avaliacao/sobre-as-areas-de-avaliacao/colegio-de-ciencias-exatas-tecnologicas-e-multidisciplinar/multidisciplinar/biotecnologia"
"289","https://www.gov.br/capes/pt-br/acesso-a-informacao/acoes-e-programas/avaliacao/sobre-a-avaliacao/areas-avaliacao/sobre-as-areas-de-avaliacao/colegio-de-ciencias-da-vida/ciencias-da-saude"
"290","https://www.gov.br/capes/pt-br/assuntos/noticias/habitat-marte-uma-estacao-de-pesquisa-sobre-o-planeta-vermelho-no-sertao"
"291","https://www.gov.br/capes/pt-br/assuntos/noticias/estudo-analisa-efeitos-da-ivermectina-contra-a-covid-19"
"292","https://www.gov.br/capes/pt-br/assuntos/noticias/encerradas-as-inscricoes-em-programa-de-bolsas-para-estrangeiros"
"293","https://www.gov.br/capes/pt-br/acesso-a-informacao/acoes-e-programas/avaliacao/sobre-a-avaliacao/areas-avaliacao/sobre-as-areas-de-avaliacao/colegio-de-humanidades/ciencias-humanas/geografia"
"294","https://www.gov.br/capes/pt-br/assuntos/noticias/pesquisa-mostra-efeito-dos-palhacos-medicos-em-criancas-hospitalizadas"
"295","https://www.gov.br/capes/pt-br/assuntos/noticias/publicado-resultado-do-premio-capes-de-tese"
"296","https://www.gov.br/capes/pt-br/acesso-a-informacao/acoes-e-programas/avaliacao/sistema-nacional-de-pos-graduacao-snpg/permanencia/avaliacoes-anteriores-1/avaliacao-trienal-2004-1/avaliacao-trienal-2004-trienio-2001-2003"
"297","https://www.gov.br/capes/pt-br/assuntos/noticias/assista-ao-vivo-o-i-encontro-capes-de-ciencia-aberta"
"298","https://www.gov.br/capes/pt-br/assuntos/noticias/pos-graduacao-deve-protagonizar-ciencia-e-tecnologia"
"299","https://www.gov.br/capes/pt-br/acesso-a-informacao/acoes-e-programas/avaliacao/sobre-a-avaliacao/avaliacao-o-que-e/sobre-a-avaliacao-conceitos-processos-e-normas/calendario-2019"
"300","https://www.gov.br/capes/pt-br/assuntos/noticias/blank-41234612"
"301","https://www.gov.br/capes/pt-br/acesso-a-informacao/acoes-e-programas/avaliacao/sobre-a-avaliacao/areas-avaliacao/sobre-as-areas-de-avaliacao/colegio-de-ciencias-exatas-tecnologicas-e-multidisciplinar/ciencias-exatas-e-da-terra/avaliacao/sobre-as-areas-de-avaliacao"
"302","https://www.gov.br/capes/pt-br/assuntos/premios/premio-capes-de-tese-1"
"303","https://www.gov.br/capes/pt-br/assuntos/noticias/tecnologia-promete-deteccao-mais-precisa-da-covid-19"
"304","https://www.gov.br/capes/pt-br/assuntos/noticias/tese-estuda-relacao-entre-a-ciencia-e-os-povos-indigenas"
"305","https://www.gov.br/capes/pt-br/assuntos/noticias/capes-premia-as-melhores-teses-do-pais"
"306","https://www.gov.br/capes/pt-br/assuntos/noticias/inscricoes-para-doutorado-na-alemanha-vao-ate-semana-que-vem"
"307","https://www.gov.br/capes/pt-br/assuntos/noticias/avaliacao-quadrienal-e-novo-modelo-sao-prioridades-em-2021"
"308","https://www.gov.br/capes/pt-br/acesso-a-informacao/acoes-e-programas/educacao-basica/programas-encerrados/observatorio-da-educacao/observatorio-da-educacao"
"309","https://www.gov.br/capes/pt-br/acesso-a-informacao/acoes-e-programas/avaliacao/sobre-a-avaliacao/areas-avaliacao/sobre-as-areas-de-avaliacao/sobre-as-areas-de-avaliacao"
"310","https://www.gov.br/capes/pt-br/assuntos/noticias/pibid-e-residencia-pedagogica-anunciam-resultado-preliminar"
"311","https://www.gov.br/capes/pt-br/acesso-a-informacao/acoes-e-programas/bolsas/programas-estrategicos/formacao-de-recursos-humanos-em-areas-estrategicas/procad-seguranca-publica-e-ciencias-forenses"
"312","https://www.gov.br/capes/pt-br/assuntos/noticias/comecam-as-aulas-do-convenio-capes-e-uema-sobre-ensino-virtual"
"313","https://www.gov.br/capes/pt-br/acesso-a-informacao/acoes-e-programas/avaliacao/sistema-nacional-de-pos-graduacao-snpg/entrada/entrada-no-snpg-propostas-de-cursos-novos"
"314","https://www.gov.br/capes/pt-br/assuntos/noticias/capes-lamenta-morte-do-educador-luiz-de-sousa-junior"
"315","https://www.gov.br/capes/pt-br/assuntos/eventos/seminario-residencia-pedagogica"
"316","https://www.gov.br/capes/pt-br/acesso-a-informacao/acoes-e-programas/bolsas/bolsas-e-auxilios-internacionais/encontre-aqui/paises/estados-unidos/programa-capes-fulbright-de-doutorado-pleno-nos-eua"
"317","https://www.gov.br/capes/pt-br/centrais-de-conteudo/logomarca"
"318","https://www.gov.br/capes/pt-br/canais_atendimento/fale-conosco"
"319","https://www.gov.br/capes/pt-br/assuntos/noticias/capes-aprova-a-fusao-de-20-programas-da-unesp"
"320","https://www.gov.br/capes/pt-br/acesso-a-informacao/acoes-e-programas/avaliacao/sobre-a-avaliacao/areas-avaliacao/sobre-as-areas-de-avaliacao/colegio-de-ciencias-da-vida/ciencias-da-saude/odontologia"
"321","https://www.gov.br/capes/pt-br/acesso-a-informacao/agenda-de-autoridades/diretor-a-de-tecnologia-da-informacao-dti/2020-11-04"
"322","https://www.gov.br/capes/pt-br/acesso-a-informacao/servico-de-informacao-ao-cidadao/formularios-de-pedido-de-acesso-a-informacao-e-reclamacao"
"323","https://www.gov.br/capes/pt-br/prestacao-de-contas/documentos-antigos-de-prestacao-de-contas"
"324","https://www.gov.br/capes/pt-br/acesso-a-informacao/agenda-de-autoridades/diretor-a-de-relacoes-internacionais-dri/2021-02-11"
"325","https://www.gov.br/capes/pt-br/acesso-a-informacao/acoes-e-programas/bolsas/bolsas-no-pais/programa-de-suporte-a-pos-graduacao-de-instituicoes-de-ensino-particulares-prosup"
"326","https://www.gov.br/capes/pt-br/acesso-a-informacao/agenda-de-autoridades/diretor-a-de-tecnologia-da-informacao-dti/2020-09-28"
"327","https://www.gov.br/capes/pt-br/acesso-a-informacao/agenda-de-autoridades/presidente/2021-04-14"
"328","https://www.gov.br/capes/pt-br/assuntos/noticias/novo-reitor-da-federal-de-campina-grande-visita-a-capes"
"329","https://www.gov.br/capes/pt-br/assuntos/noticias/usp-tenta-adaptar-medicamentos-para-combater-covid-19"
"330","https://www.gov.br/capes/pt-br/assuntos/noticias/cursos-virtuais-gratuitos-encerram-inscricoes-nesta-sexta"
"331","https://www.gov.br/capes/pt-br/assuntos/noticias/investimento-na-formacao-de-professores"
"332","https://www.gov.br/capes/pt-br/acesso-a-informacao/acoes-e-programas/bolsas/bolsas-e-auxilios-internacionais/bolsistas/acompanhamento"
"333","https://www.gov.br/capes/pt-br/acesso-a-informacao/acoes-e-programas/bolsas/programas-estrategicos/programas-de-inovacao/programa-de-bolsas-de-pos-doutorado-capes-itv"
"334","https://www.gov.br/capes/pt-br/acesso-a-informacao/acoes-e-programas/bolsas/bolsas-e-auxilios-internacionais/encontre-aqui/estrangeiros-no-brasil"
"335","https://www.gov.br/capes/pt-br/assuntos/noticias/pesquisa-testa-imunoterapia-no-tratamento-da-covid-19"
"336","https://www.gov.br/capes/pt-br/assuntos/noticias/com-apoio-da-capes-professora-valoriza-vivencia-escolar"
"337","https://www.gov.br/capes/pt-br/acesso-a-informacao/acoes-e-programas/bolsas/bolsas-e-auxilios-internacionais/encontre-aqui/paises/canada/programa-capes-mitacs"
"338","https://www.gov.br/capes/pt-br/acesso-a-informacao/acoes-e-programas/avaliacao/sobre-a-avaliacao/areas-avaliacao/sobre-as-areas-de-avaliacao/colegio-de-ciencias-da-vida/ciencias-agrarias/medicina-veterinaria"
"339","https://www.gov.br/capes/pt-br/acesso-a-informacao/acoes-e-programas/avaliacao/sobre-a-avaliacao/avaliacao-o-que-e/sobre-a-avaliacao-conceitos-processos-e-normas/legislacao-especifica"
"340","https://www.gov.br/capes/pt-br/acesso-a-informacao/acoes-e-programas/educacao-basica/programas-de-cooperacao-internacional-de-formacao-de-professores-da-educacao-basica"
"341","https://www.gov.br/capes/pt-br/assuntos/noticias/inscricoes-para-programa-com-1-800-bolsas-terminam-dia-13"
"342","https://www.gov.br/capes/pt-br/acesso-a-informacao/acoes-e-programas/bolsas/bolsas-e-auxilios-internacionais/informacoes-internacionais/programas-encerrados-internacionais"
"343","https://www.gov.br/capes/pt-br/assuntos/noticias/calculo-e-usado-para-identificar-padroes-de-publicacoes"
"344","https://www.gov.br/capes/pt-br/assuntos/noticias/nova-parceira-premia-mulheres-no-premio-capes-de-tese"
"345","https://www.gov.br/capes/pt-br/assuntos/noticias/cientistas-da-ufms-inovam-metodo-para-classificar-soja"
"346","https://www.gov.br/capes/pt-br/acesso-a-informacao/acoes-e-programas/bolsas/programas-estrategicos/desenvolvimento-regional/programa-de-desenvolvimento-da-pos-graduacao-pdpg-parcerias-estrategicas-nos-estados"
"347","https://www.gov.br/capes/pt-br/acesso-a-informacao/acoes-e-programas/bolsas/bolsas-e-auxilios-internacionais/encontre-aqui/paises/multinacional/programa-de-pos-doutorado-no-exterior"
"348","https://www.gov.br/capes/pt-br/acesso-a-informacao/acoes-e-programas/bolsas/cobranca-administrativa"
"349","https://www.gov.br/capes/pt-br/acesso-a-informacao/acoes-e-programas/avaliacao/sobre-a-avaliacao/areas-avaliacao/sobre-as-areas-de-avaliacao/colegio-de-humanidades/ciencias-humanas/antropologia-arqueologia-memoria-da-area"
"350","https://www.gov.br/capes/pt-br/assuntos/noticias/pos-graduacao-nao-parou-na-pandemia"
"351","https://www.gov.br/capes/pt-br/acesso-a-informacao/acoes-e-programas/bolsas/bolsas-e-auxilios-internacionais/informacoes-internacionais/programas-encerrados-internacionais/rogramas-encerrados-internacionais"
"352","https://www.gov.br/capes/pt-br/acesso-a-informacao/acoes-e-programas/avaliacao/sobre-a-avaliacao/areas-avaliacao/sobre-as-areas-de-avaliacao/colegio-de-ciencias-da-vida/ciencias-da-saude/medicina-iii"
"353","https://www.gov.br/capes/pt-br/acesso-a-informacao/acoes-e-programas/avaliacao/sobre-a-avaliacao/areas-avaliacao/sobre-as-areas-de-avaliacao/colegio-de-ciencias-exatas-tecnologicas-e-multidisciplinar/multidisciplinar/ciencias-ambientais-memoria-da-area"
"354","https://www.gov.br/capes/pt-br/acesso-a-informacao/agenda-de-autoridades/diretor-a-de-relacoes-internacionais-dri/2021-03-24"
"355","https://www.gov.br/capes/pt-br/assuntos/noticias/capes-concedeu-46-mil-bolsas-de-doutorado-em-2020"
"356","https://www.gov.br/capes/pt-br/assuntos/noticias/aberta-selecao-para-doutorado-sanduiche-no-exterior"
"357","https://www.gov.br/capes/pt-br/assuntos/noticias/ctc-aprova-29-novos-cursos-de-pos-graduacao-no-pais"
"358","https://www.gov.br/capes/pt-br/composicao/diretoria-de-gestao/estrutura"
"359","https://www.gov.br/capes/pt-br/centrais-de-conteudo/publicacoes/revista-capes-em-foco/edicao-n-1-2021"
"360","https://www.gov.br/capes/pt-br/assuntos/noticias/aberto-prazo-para-reconsideracao-a-analise-de-cursos-novos"
"361","https://www.gov.br/capes/pt-br/acesso-a-informacao/auditorias/programa-de-gestao-e-melhoria-da-qualidade-pgmq"
"362","https://www.gov.br/capes/pt-br/acesso-a-informacao/agenda-de-autoridades/diretor-a/2021-02-12"
"363","https://www.gov.br/capes/pt-br/assuntos/noticias/premio-scientista-inscricoes-abertas-para-brasileiras-que-atuem-nos-eua"
"364","https://www.gov.br/capes/pt-br/assuntos/noticias/ufal-prepara-drones-para-monitorar-litoral-brasileiro"
"365","https://www.gov.br/capes/pt-br/assuntos/noticias/capes-e-uema-abrem-50-mil-vagas-para-ensino-virtual-1"
"366","https://www.gov.br/capes/pt-br/assuntos/noticias/tese-premiada-analisou-virus-que-circulam-no-pais"
"367","https://www.gov.br/capes/pt-br/assuntos/noticias/ufpel-desenvolve-diagnostico-vacina-e-soro-contra-covid-19"
"368","https://www.gov.br/capes/pt-br/assuntos/noticias/educapes-da-acesso-a-130-mil-objetos-educacionais"
"369","https://www.gov.br/capes/pt-br/assuntos/noticias/acoes-da-capes-valorizam-caracteristicas-regionais"
"370","https://www.gov.br/capes/pt-br/acesso-a-informacao/acoes-e-programas/educacao-basica/prof-licenciatura-programa-de-fomento-a-formacao-de-professores-da-educacao-basica"
"371","https://www.gov.br/capes/pt-br/acesso-a-informacao/acoes-e-programas/educacao-basica/programas-de-cooperacao-internacional-de-formacao-de-professores-da-educacao-basica/programa-de-desenvolvimento-profissional-de-professores-da-educacao-basica-no-canada-p"
"372","https://www.gov.br/capes/pt-br/acesso-a-informacao/acoes-e-programas/bolsas/prestacao-de-contas"
"373","https://www.gov.br/capes/pt-br/acesso-a-informacao/acoes-e-programas/avaliacao/sobre-a-avaliacao/areas-avaliacao/sobre-as-areas-de-avaliacao/colegio-de-ciencias-da-vida/ciencias-da-saude/medicina-ii"
"374","https://www.gov.br/capes/pt-br/acesso-a-informacao/acoes-e-programas/avaliacao/sobre-a-avaliacao/areas-avaliacao/sobre-as-areas-de-avaliacao/colegio-de-ciencias-exatas-tecnologicas-e-multidisciplinar/engenharias/engenharias-ii"
"375","https://www.gov.br/capes/pt-br/assuntos/noticias/programas-estrategicos-induzidos-aproximam-academia-e-sociedade"
"376","https://www.gov.br/capes/pt-br/assuntos/noticias/dinossauro-com-233-milhoes-de-anos-tem-cerebro-reconstituido"
"377","https://www.gov.br/capes/pt-br/acesso-a-informacao/servico-de-informacao-ao-cidadao/plano-de-integracao-dos-servicos-a-plataforma-de-cidadania-digital"
"378","https://www.gov.br/capes/pt-br/assuntos/noticias/benedito-aguiar-reune-se-com-embaixador-da-alemanha"
"379","https://www.gov.br/capes/pt-br/acesso-a-informacao/acoes-e-programas/avaliacao/sistema-nacional-de-pos-graduacao-snpg/permanencia/avaliacoes-anteriores-1/avaliacao-trienal-2001-1/avaliacao-trienal-2001-trienio-1998-2000"
"380","https://www.gov.br/capes/pt-br/assuntos/noticias/parcerias-intensificam-acoes-da-capes"
"381","https://www.gov.br/capes/pt-br/acesso-a-informacao/agenda-de-autoridades/diretor-a-de-programas-e-bolsas-no-pais-dpb"
"382","https://www.gov.br/capes/pt-br/assuntos/noticias/publicados-nomes-de-pesquisadores-que-vao-a-alemanha"
"383","https://www.gov.br/capes/pt-br/assuntos/noticias/programas-estrategicos-1-255-novas-bolsas-de-pos-doutorado"
"384","https://www.gov.br/capes/pt-br/assuntos/noticias/seminario-marca-comemoracoes-do-portal-de-periodicos"
"385","https://www.gov.br/capes/pt-br/acesso-a-informacao/transparencia-e-prestacao-de-contas/relatorios-de-gestao"
"386","https://www.gov.br/capes/pt-br/assuntos/noticias/divulgado-resultado-preliminar-de-doutorado-pleno-nos-eua"
"387","https://www.gov.br/capes/pt-br/acesso-a-informacao/institucional/base-jurida"
"388","https://www.gov.br/capes/pt-br/acesso-a-informacao/acoes-e-programas/bolsas/prestacao-de-contas/valores-de-bolsas"
"389","https://www.gov.br/capes/pt-br/acesso-a-informacao/acoes-e-programas/bolsas/programas-estrategicos/formacao-de-recursos-humanos-em-areas-estrategicas/programa-procad-defesa"
"390","https://www.gov.br/capes/pt-br/assuntos/noticias/protocolo-de-exercicios-melhora-saude-geral-de-idosos"
"391","https://www.gov.br/capes/pt-br/assuntos/noticias/dissertacao-mostra-alternativa-para-artesanato-tradicional"
"392","https://www.gov.br/capes/pt-br/acesso-a-informacao/agenda-de-autoridades/diretor-a-de-relacoes-internacionais-dri/2021-01-15"
"393","https://www.gov.br/capes/pt-br/acesso-a-informacao/acoes-e-programas/avaliacao/sobre-a-avaliacao/areas-avaliacao/sobre-as-areas-de-avaliacao/colegio-de-humanidades/ciencias-humanas/geografia-memoria-da-area"
"394","https://www.gov.br/capes/pt-br/acesso-a-informacao/agenda-de-autoridades/presidente/2021-01-13"
"395","https://www.gov.br/capes/pt-br/acesso-a-informacao/acoes-e-programas/bolsas/bolsas-e-auxilios-internacionais/encontre-aqui/paises/reino-unido/programa-capes-universidade-de-nottingham-selecao-de-projetos-conjuntos-de-pesquisa-em-drug-discovery"
"396","https://www.gov.br/capes/pt-br/acesso-a-informacao/acoes-e-programas/bolsas/bolsas-e-auxilios-internacionais/informacoes-internacionais/programas-encerrados-internacionais/programa-binacional-de-terapia-celular-probitec"
"397","https://www.gov.br/capes/pt-br/assuntos/noticias/blank-3148930"
"398","https://www.gov.br/capes/pt-br/assuntos/noticias/premio-capes-de-tese-tera-cerimonia-virtual"
"399","https://www.gov.br/capes/pt-br/acesso-a-informacao/agenda-de-autoridades/diretor-a-de-educacao-basica-deb/2021-03-15"
"400","https://www.gov.br/capes/pt-br/centrais-de-conteudo/portaria-076-regulamentods-pdf/view"
"401","https://www.gov.br/capes/pt-br/assuntos/noticias/gestores-discutem-educacao-digital-em-evento-virtual"
"402","https://www.gov.br/capes/pt-br/acesso-a-informacao/agenda-de-autoridades/presidente/2020-12-14"
"403","https://www.gov.br/capes/pt-br/acesso-a-informacao/acoes-e-programas/avaliacao/sobre-a-avaliacao/areas-avaliacao/sobre-as-areas-de-avaliacao/colegio-de-ciencias-da-vida/ciencias-biologicas/biodiversidade-memoria-da-area"
"404","https://www.gov.br/capes/pt-br/assuntos/noticias/microrganismos-ajudam-a-eliminar-petroleo-do-oceano"
"405","https://www.gov.br/capes/pt-br/acesso-a-informacao/agenda-de-autoridades/presidente/2020-12-31"
"406","https://www.gov.br/capes/pt-br/acesso-a-informacao/agenda-de-autoridades/diretor-a-de-educacao-basica-deb/2021-02-04"
"407","https://www.gov.br/capes/pt-br/acesso-a-informacao/agenda-de-autoridades/diretor-a-de-relacoes-internacionais-dri/2020-12-03"
"408","https://www.gov.br/capes/pt-br/assuntos/noticias/capim-marandu-pode-aumentar-renda-do-produtor"
"409","https://www.gov.br/capes/pt-br/assuntos/noticias/capes-lanca-plataforma-sucupira-para-gestao-da-pos-graduacao"
"410","https://www.gov.br/capes/pt-br/assuntos/noticias/programa-da-ufn-obtem-99-de-acerto-no-diagnostico-da-covid-19"
"411","https://www.gov.br/capes/pt-br/assuntos/noticias/ventiladores-simplificados-sao-aposta-para-ajudar-pacientes-com-covid-19"
"412","https://www.gov.br/capes/pt-br/acesso-a-informacao/transparencia-e-prestacao-de-contas/valor-publico"
"413","https://www.gov.br/capes/pt-br/acesso-a-informacao/sic-servico-de-informacao-ao-cidadao"
"414","https://www.gov.br/capes/pt-br/acesso-a-informacao/acoes-e-programas/bolsas/programas-estrategicos/programas-emergenciais/programa-de-combate-as-epidemias/capes-farmacos-e-imunologia-edital-n-11-2020"
"415","https://www.gov.br/capes/pt-br/acesso-a-informacao/acoes-e-programas/bolsas/bolsas-no-pais/pnpd-capes"
"416","https://www.gov.br/capes/pt-br/acesso-a-informacao/acoes-e-programas/avaliacao/sobre-a-avaliacao/avaliacao-o-que-e/sobre-a-avaliacao-conceitos-processos-e-normas/dav-calendario-2021"
"417","https://www.gov.br/capes/pt-br/assuntos/noticias/divulgado-resultado-final-do-programa-de-internacionalizacao"
"418","https://www.gov.br/capes/pt-br/acesso-a-informacao/acoes-e-programas/bolsas/bolsas-e-auxilios-internacionais/encontre-aqui/paises/alemanha/programa-de-iniciativa-de-pesquisa-colaborativa-capes-dfg"
"419","https://www.gov.br/capes/pt-br/assuntos/noticias/vencedores-do-premio-capes-natura-apostam-em-inovacao"
"420","https://www.gov.br/capes/pt-br/assuntos/noticias/documento-aponta-os-caminhos-possiveis-para-as-instituicoes"
"421","https://www.gov.br/capes/pt-br/assuntos/noticias/conectividade-e-tema-de-reuniao-entre-capes-e-cnpq"
"422","https://www.gov.br/capes/pt-br/acesso-a-informacao/acoes-e-programas/bolsas/bolsas-e-auxilios-internacionais/encontre-aqui/paises/franca/programa-capes-brafitec"
"423","https://www.gov.br/capes/pt-br/assuntos/noticias/uab-facilitou-ensino-na-pandemia"
